student_num,level,participation,midterm,pe,final,total,faculty,is_afast
A0000306H,51,2.5,52,18.5,63.5,72.55,SOC,no
A0001446W,53,3,58,28,84,87.20,FOS,nil
A0000064E,53,4,58,21,58,74.30,FOS,nil
A0002078R,48,2.5,19.5,11.5,62,60.95,FOS,no
A0000025L,51,3,60,29.5,78,85.95,FOS,no
A0001922X,50,3,19,20.5,64,67.65,FOS,no
A0001032M,51,5,57,27,74,84.50,SOC,nil
A0001814X,51,3.5,32.5,14.5,51.5,62.85,SOC,no
A0000172E,48,3.5,30,19,51,63.40,FOS,nil
A0000671X,51,3.5,28.5,23.5,63.5,71.35,SOC,no
A0001177U,53,3.5,33,24,72,75.90,FASS,nil
A0001388L,49,3,31,6,47,55.50,FOS,nil
A0001306E,50,3.5,48,19.5,55.5,70.05,FOS,no
A0001322J,49,3,32,6,49,56.50,FOS,nil
A0001216E,50,3,41,18,39,60.80,FOS,nil
A0001117E,54,1,63,29,73,82.30,FOS,nil
A0001010W,50,3,45,19.5,74,76.35,FOS,no
A0000577M,48,3,23,8,37,50.40,FOS,nil
A0000039B,48,3,35,11,69,67.10,SOC,nil
A0001881N,54,3,57,25,80,83.90,FOS,nil
A0001200U,49,1.5,54,18,50,65.80,FOS,no
A0000947L,50,3.5,34,9,60,63.80,FOS,nil
A0000694M,55,3.5,69,27,90,91.80,FOS,nil
A0001583R,54,4,44.5,23.5,48,68.85,SOC,no
A0001352A,52,4.5,46.5,30,57.5,76.80,FOS,no
A0000468N,50,3.5,51,17.5,50,67.45,SOC,no
A0001394R,44,1.5,27,2,18,37.10,FOS,nil
A0000793M,49,2,54,25,58.5,73.20,SOC,no
A0000462B,46,2.5,23,9,39,50.20,FOS,nil
A0000708W,54,3.5,51,25,82.5,84.20,FOS,nil
A0001778E,51,4.5,46,18,69,75.30,FOS,nil
A0001120R,56,4,65,28,93,93.20,SOC,nil
A0002045A,51,3,39,16.5,53.5,65.45,SOC,no
A0000783N,50,2.5,34,6.5,32,50.35,FOS,no
A0000203N,53,3,52,29,77,83.70,FOS,nil
A0000364Y,50,3,55,23,72,79.30,SOC,nil
A0000265Y,50,3,40.5,22.5,62,72.15,FOS,no
A0001553X,57,3.5,62,26,75,83.90,FOS,nil
A0001769E,47,3.5,27,9,22,45.70,SOC,no
A0001571X,52,3,45,25,68,76.70,SOC,nil
A0001522E,51,3.5,19,14,56,61.70,FOS,nil
A0000099N,30,0.5,9,0,,17.30,FOS,nil
A0000579J,50,3.5,24,11,47.5,57.80,FOS,nil
A0000610L,50,3.5,23.5,16.5,33.5,54.85,FOS,no
A0001459M,51,3,33,6,40.5,53.80,FOS,nil
A0001919L,53,2.5,61,25,76,82.60,,no
A0000589H,51,3,57,20,76,79.80,SOC,no
A0001672U,50,4.5,33,22,62,71.90,FOS,nil
A0000873N,53,3.5,71,28.5,93.5,94.35,,no
A0000604E,48,2.5,58,25,74.5,80.40,FOS,nil
A0001002U,50,3.5,34.5,23.5,70,75.15,FOS,no
A0001293W,53,2.5,49,24,63.5,74.70,FOS,nil
A0000338X,41,3,29,1,24,39.40,FOS,yes
A0001742X,51,3,70,27,83,88.70,FOS,nil
A0000813B,53,4,44,7.5,71,69.95,SOC,no
A0000642B,51,3,40,17,60,68.50,FOE,nil
A0001624Y,46,3,30,15,48,58.70,FASS,no
A0001818N,54,3.5,61,24.5,91,89.35,,no
A0000924W,55,3,54,27,79,83.90,BIZ,nil
A0001379L,50,3.5,34,22,71,74.70,FOS,nil
A0001758J,50,3,50,24,74,79.60,FOS,nil
A0002160H,50,3.5,31.5,29.5,64,75.15,FOS,no
A0002145B,49,3.5,21,1,26,43.10,FOS,nil
A0000197R,50,3,15,,,31.00,FOS,nil
A0001987B,52,4,50,20,77.5,80.00,SOC,no
A0000156B,50,4,30,22,48,65.20,FOS,no
A0001731B,50,4,23.5,17.5,40,58.45,FOS,yes
A0001570Y,50,3,27,12,48,58.60,SOC,no
A0000467R,30,0.5,48,27,77,69.40,,nil
A0000634Y,48,3.5,55,12.5,68.5,72.15,FASS,no
A0000082E,49,3.5,25,15,41,56.90,FOS,nil
A0001935N,52,3.5,36,27,44.5,67.00,FOS,yes
A0001325A,50,3.5,13,4.5,36.5,47.95,FOS,yes
A0000591W,53,3.5,54,23,87.5,85.80,SOC,no
A0001401M,50,4,48,18.5,67.5,74.85,FOS,no
A0000390B,48,1,20,6,40,48.00,FASS,nil
A0001568L,52,4,25,8,52,58.80,FOS,nil
A0000632A,51,3,48,25,82.5,83.10,FOS,no
A0001190A,53,3,42,29.5,72,79.95,FOS,no
A0000904Y,51,3.5,58,25,69,80.20,FOS,nil
A0000004R,54,3.5,66,26.5,89,90.55,SOC,no
A0001511J,55,3,48,28,82,84.40,FOS,no
A0001785J,50,2.5,21,5.5,40.5,50.65,FOS,no
A0001382X,55,4,56,27,85,87.70,FOS,nil
A0001263B,53,3,55.5,30,89.5,89.90,FOS,no
A0000652Y,39,3,32,12,49,54.50,FOS,nil
A0001272B,49,3.5,45,21,56.5,70.10,FOS,nil
A0000702H,49,3,28,11,48,57.80,FOS,nil
A0001807U,50,1,43,21,86,79.50,FOE,nil
A0001589E,52,3.5,55,25,75.5,82.20,FOS,nil
A0000403L,52,3.5,39,9,59,64.40,FOS,nil
A0000042M,53,3.5,27,24,55,67.90,FOS,nil
A0001970R,50,3,32,26,60,71.40,,nil
A0001147Y,52,3,57,28,79.5,85.20,FOS,nil
A0000226E,33,3,19,4,13,30.50,BIZ,no
A0002051J,50,2.5,53,21,68.5,76.00,FOS,no
A0001697E,48,3,47,20.5,60.5,70.85,BIZ,no
A0000767L,48,1.5,30,3,49,52.60,FOS,nil
A0000410N,43,0.5,34.5,19.5,47.5,57.65,FOS,no
A0000454Y,47,3,48,16,58,67.30,FOS,nil
A0000720H,50,3.5,53,23,78.5,82.00,FOS,nil
A0000935R,48,4,48,23,46,67.50,BIZ,no
A0000815X,50,3.5,44,11,49,62.40,FOS,no
A0000438W,49,3,18,17,49,59.20,FOS,nil
A0000556U,50,3.5,40,11,46,60.40,FOS,nil
A0000900H,52,3.5,44,24.5,72,78.35,FOS,no
A0001846M,53,3,49,24,73,79.00,SOC,nil
A0000292Y,52,5,55,17,72,78.30,FOS,nil
A0000703E,51,3,30,28.5,44,65.85,FASS,no
A0001694L,23,1,21,,,16.70,FOS,yes
A0001087U,52,4,37.5,12,50.5,62.70,FOS,no
A0000493U,51,3,46.5,17.5,67.5,73.05,FOS,no
A0001347W,50,3,40,30,66,77.40,LAW,no
A0000471B,56,3.5,67,29,74.5,86.20,,nil
A0001680W,53,4,46,12,60,68.20,FOS,nil
A0001890N,51,3,37,21,66.5,72.50,FOS,no
A0000137A,50,3.5,42,23,57,71.20,FOS,nil
A0000641A,43,3,21,2.5,15,35.95,FOS,no
A0001749J,36,1.5,20,,,23.50,FOS,nil
A0001741Y,53,3,60,28,82,86.80,FOS,no
A0001195U,52,3.5,28,12.5,60,64.35,FOS,no
A0001092B,51,2,42,27,75,78.90,FOS,nil
A0002235B,47,3,40,12,51,60.90,FOS,nil
A0000856M,45,3.5,50,23,77,78.30,FOS,nil
A0001141L,50,3,39,13,56.5,64.90,SOC,no
A0001030R,52,3.5,54,,60.5,63.50,SOC,no
A0002185U,49,2.5,62,21,76,80.30,FOS,nil
A0000272A,52,4.5,51,29.5,65.5,80.65,SOC,no
A0001534Y,50,3.5,41.5,19.5,35.5,60.75,SOC,no
A0001724X,50,3.5,59,29,85,88.80,FOS,nil
A0000301R,46,3.5,47,18,54.5,66.70,FOS,no
A0002217B,44,2.5,32.5,15,58.5,61.90,SOC,no
A0002101R,51,4,19,19,49,61.90,FOE,nil
A0000179R,45,2.5,41,19.5,71,71.35,FOS,no
A0001798B,50,2,34,23,53,66.50,FOS,nil
A0000028E,51,3.5,52,23,67,77.20,FOS,nil
A0000582W,52,3,59,25,72,81.10,FOS,nil
A0001736R,50,1.5,16,1,66.5,56.80,FOS,no
A0002017E,55,4.5,51,25,63.5,77.60,SOC,no
A0000969A,50,2.5,37,12,68,68.10,FOS,no
A0000176X,46,3,35,11,65.5,64.70,FOS,no
A0001353B,45,2.5,21,11.5,23.5,44.35,FOS,yes
A0000826U,47,3.5,35,2.5,28.5,46.65,FOS,no
A0001071H,45,2.5,42,13.5,51.5,60.75,BIZ,no
A0000145E,51,2.5,35,16,50,62.50,FOS,nil
A0000248X,42,3,16,,,27.20,FOS,yes
A0001851W,52,3.5,52,22,62,74.70,SOC,nil
A0001921Y,48,3,38,9.5,32.5,52.35,FOS,yes
A0000332J,56,3,68,27,93,92.30,FOS,nil
A0000313L,51,3,50,24,74,79.60,SOC,nil
A0000789A,52,4,46.5,30,71.5,81.90,FOS,no
A0000784M,51,2.5,31,14,65,66.70,FOS,nil
A0000131N,51,3.5,35,17,63,69.20,FOS,nil
A0001255Y,51,3,33,21,65,71.10,SOC,nil
A0001478L,50,4,20.5,16.5,44,58.95,FOS,no
A0000774N,50,3.5,33,3,34,50.20,FOS,yes
A0001473W,48,2.5,39,7,39.5,53.60,FOS,nil
A0000876J,51,3,60,16.5,75,78.25,SOC,no
A0000984J,51,3,55,19.5,69.5,76.55,SOC,no
A0001311M,55,4,53,17.5,81.5,80.95,,no
A0002125E,50,3.5,57,25,63,77.60,FOS,nil
A0000052L,48,3,34.5,17.5,37.5,57.65,FASS,no
A0001911B,57,5,53,22,85,85.60,FOS,nil
A0000570B,50,3,36,15,43,59.90,SOC,nil
A0000380A,53,3.5,52.5,12,74,74.60,FOS,no
A0000775M,50,3.5,41.5,13,61.5,67.90,FOS,yes
A0000239X,50,2,45,24,58.5,71.40,FOS,no
A0001653W,47,3.5,21,9,40,51.70,FOS,nil
A0002068U,15,0,19,0,,11.30,FOS,yes
A0000116J,50,3.5,32,9,49,59.00,FOS,yes
A0001698A,47,3.5,31,19,56,65.10,FOE,nil
A0001464W,50,3,20.5,7,40,51.60,FOS,yes
A0001765M,51,3.5,45,28,60.5,75.70,SOC,no
A0001358R,47,2.5,54,15,38,59.50,FOS,no
A0000611J,55,3,52,24,74,80.00,FOS,nil
A0001308B,51,3.5,68,21.5,70.5,81.05,SOC,no
A0001274X,43,3,52.5,11.5,48,59.95,FOS,no
A0001821B,47,3,20,9,32,47.80,FOS,nil
A0000735W,47,3.5,34,,47.5,52.80,SOC,nil
A0000532E,55,3.5,36,19,48,64.40,FOS,no
A0000333H,50,3,39,10,64,66.40,FOS,nil
A0002060J,18,0.5,18,,21,21.50,FOS,nil
A0000418Y,51,3,62,13,73,76.10,,no
A0001148X,51,3,16.5,19.5,53.5,62.45,SOC,no
A0002216A,40,2.5,22,10,41,48.30,FOS,nil
A0000263A,54,3.5,63,25,70,81.60,SOC,nil
A0000533A,58,5,63,29.5,94.5,95.15,FOS,no
A0001530H,56,5,41,17,60,70.70,FOS,nil
A0001086W,46,2,46,15.5,63.5,67.35,FOS,no
A0000238Y,51,3.5,66,20.5,80.5,84.15,SOC,no
A0001477M,48,3,45,18,44,62.60,SOC,nil
A0000484U,36,0.5,33,1.5,,25.85,FOS,yes
A0000504H,41,0,46,23,75,71.20,FOE,nil
A0001051L,50,3.5,24,4.5,45,53.55,FOS,no
A0001582U,51,3.5,50,24,67.5,77.50,SOC,nil
A0000558N,52,4.5,49,20,73,78.50,FOS,no
A0001330L,56,3.5,46.5,28,71.5,80.40,FOS,no
A0001966H,54,3.5,62,29,72,84.20,FOS,nil
A0001072E,54,4,47,20.5,73.5,78.05,FOS,no
A0002197M,54,2.5,68,28.5,89,90.95,FOS,no
A0000792N,48,3,42,16,59.5,67.20,FASS,no
A0001504E,55,3,46,24,72.5,78.20,SOC,nil
A0002103M,50,2,56,15,45,63.70,SOC,nil
A0001539N,51,3,26,13,59,63.30,SDE,nil
A0002203L,47,3,44,21,60,69.80,FOS,nil
A0001575N,53,3,63,24,90,88.60,,no
A0000963N,52,3,53,27,81.5,84.70,FOS,nil
A0000597J,50,2.5,45,29.5,56.5,73.85,SOC,no
A0001387M,55,4,57,30,81.5,88.00,FOS,no
A0000525B,44,1.5,14,6,32,42.10,FOS,nil
A0001501L,53,3.5,40,17.5,67.5,72.25,,no
A0001981M,46,3.5,20,,,30.50,SOC,yes
A0001380B,53,3.5,41,14,61,68.10,FOS,nil
A0001906U,52,3.5,29.5,15,41.5,58.50,SOC,no
A0002163B,52,3,57,19,58,72.10,FOS,nil
A0000021U,50,3.5,46,18,75,76.70,FASS,no
A0001069U,48,1,51,19,57,67.50,BIZ,no
A0001202N,50,4,46,17,66.5,73.30,SOC,no
A0000113N,51,3.5,19.5,7.5,42.5,53.15,FOS,no
A0001510L,53,2,52,19,73,76.10,FOS,nil
A0001199L,53,4,57,30,68.5,82.80,FOS,no
A0001231L,50,2.5,33,12,63.5,65.50,FOS,no
A0000686L,44,3,19.5,10,48.5,53.30,SOC,no
A0001187R,53,3.5,37,19,75,75.40,FOS,nil
A0000821A,52,3.5,11,5,41.5,49.80,FOS,nil
A0001061J,47,2.5,13,0,34,42.20,FOS,nil
A0001285U,55,3,72,18.5,96.5,90.25,,no
A0001867H,44,3,13,7,,31.10,FOS,yes
A0001156Y,50,3,16.5,17.5,56.5,62.65,SOC,no
A0000622E,53,3.5,58.5,28.5,80,86.45,FOS,no
A0001367R,50,3.5,33,30,74,79.70,SOC,no
A0001803B,50,2.5,44,18,54,66.90,SOC,no
A0001702E,50,2.5,29,15,45,58.80,FOS,nil
A0000654W,53,3.5,42,9,57.5,64.40,FOS,no
A0001844R,50,3.5,59,26,76,83.70,FOS,nil
A0000994H,48,3,28,6,40.5,51.80,SOC,yes
A0000884L,56,4,47,19.5,81,80.55,FOS,no
A0000385U,53,3,73,20.5,85,86.85,,no
A0001763R,51,3.5,34,21,48,65.00,FOS,nil
A0000074A,47,3.5,25.5,13.5,42,55.65,SOC,no
A0001221M,50,3.5,19,9,57,59.60,FOS,nil
A0001720E,50,2.5,60,13.5,53,67.45,,no
A0001004N,50,3,63,20,81.5,83.20,SOC,no
A0001300R,50,2.5,46.5,28.5,86.5,85.65,NUSHS,no
A0000916U,53,3.5,64,26,82,87.10,SOC,nil
A0000166Y,50,3,47,14,63,69.60,FOS,nil
A0000106L,28,1.5,41,6,40.5,42.90,FOS,nil
A0000440J,51,3.5,43,17,50,65.60,FOS,nil
A0001955L,48,2.5,36,18,51.5,63.30,SOC,no
A0001326B,34,0.5,22,0,,21.90,FOS,yes
A0001376R,52,3.5,71,26,88.5,91.10,FOS,nil
A0000827R,52,3.5,35,5,31,50.40,FOS,nil
A0001767J,48,2,44,21,64,70.90,FOS,nil
A0001748L,51,3.5,40,15,63.5,69.40,FOS,nil
A0000190E,50,4.5,33,17.5,32.5,57.85,SOC,no
A0001225E,51,4,55.5,28,84,87.70,FOS,no
A0000302N,49,3.5,38,22,72,75.40,BIZ,nil
A0001991L,52,3.5,55,30,84,88.10,FOS,nil
A0001985E,50,3,40,19,60,69.50,SOC,no
A0001043J,50,3,48,23.5,56,71.75,SOC,no
A0000358U,44,3.5,39,,,33.30,FOS,yes
A0000014N,50,3.5,48,28,73.5,81.50,FOS,no
A0001757L,53,4,65,21,75.5,82.70,SOC,no
A0000697H,48,3,38,14,57.5,64.60,FOS,nil
A0002043H,50,3.5,39,27,54.5,71.60,SOC,no
A0001954M,52,3,68,27,75,85.10,FOS,nil
A0001020U,52,3,20,9,18,43.70,SDE,nil
A0000319Y,49,3,44,26,81,81.70,FOS,nil
A0001753U,53,3.5,45,24,73,78.70,FOE,nil
A0000934U,50,4.5,31,21,70.5,74.40,FOS,no
A0001315E,51,3.5,43,15,66,71.00,,nil
A0001529R,51,2.5,24,4,31.5,46.90,SOC,nil
A0001331J,50,2.5,31.5,21,68,71.50,SOC,no
A0001096U,51,3.5,52,19,64,74.00,FOS,nil
A0000259U,57,3.5,62,25.5,92.5,90.65,,no
A0000200W,51,3.5,43.5,24,74,78.80,SOC,no
A0002179M,46,3,49,16,62,68.60,FOS,no
A0002086U,47,2.5,35,24,66,71.40,FOS,nil
A0000636W,50,3.5,32,26,59,71.50,FOS,nil
A0000481Y,55,4.5,53,22,73,80.30,FOS,nil
A0000129B,51,2.5,69,30,83,89.50,FOS,nil
A0002186R,14,1,17,,,11.40,FOS,nil
A0001505A,53,3,61,22.5,89.5,87.25,FOS,no
A0001939H,47,3,31,10,54,59.30,BIZ,nil
A0001088R,52,3.5,53,23,70,78.60,FOS,nil
A0001228Y,52,2,63,29,94,91.70,FOS,nil
A0000231M,52,2.5,60,17,70,76.00,FOS,nil
A0000785L,48,3.5,34,23,56,68.20,FOS,nil
A0001845N,48,2,17,1.5,,30.15,SOC,yes
A0001198M,50,4,49.5,19.5,52.5,69.65,FOS,no
A0001772R,54,3.5,35,21,78,77.20,SOC,nil
A0000058Y,52,3.5,46,25.5,77.5,81.45,FASS,no
A0001938J,50,2.5,47,7,60,64.40,SOC,no
A0001485N,50,3,28,8,46.5,56.20,FOS,no
A0001687H,48,3.5,26,6,50,55.70,BIZ,nil
A0000915W,50,3,31,20,66,70.60,FOS,nil
A0001808R,50,2.5,36,16.5,44.5,60.75,FOS,no
A0000001X,51,2,44,20,71,74.20,FOS,nil
A0000796H,50,3,42,11.5,48.5,61.55,FOS,yes
A0000386R,50,3,52,22,71,77.80,SOC,nil
A0001984H,28,2.5,19.5,7.5,10.5,28.35,FOS,yes
A0001756M,51,3.5,52,23.5,71.5,79.25,FOS,no
A0000818R,52,3,42,18,70.5,73.60,SOC,no
A0001632B,49,3.5,41.5,19.5,52,66.85,FOS,no
A0000860X,52,3.5,39,22,48,66.50,SOC,nil
A0001400N,44,2,14.5,7.5,38.5,46.05,FOS,no
A0001153E,50,3,42,18.5,54.5,67.45,SOC,no
A0000051M,49,3.5,13,11,38,51.30,BIZ,nil
A0002070H,48,1,53,2.5,55.5,59.05,SOC,no
A0000507B,50,4,36,19,62,70.50,FOS,no
A0001163A,54,4,46.5,29.5,72.5,82.05,SOC,no
A0000078W,50,3.5,43.5,19.5,40.5,63.15,SOC,no
A0001415A,49,2,32,10,44,55.50,FOS,nil
A0002099L,51,3,56,28,82,86.00,FOS,nil
A0001046A,51,3.5,41,23,66,74.60,FOS,nil
A0000430L,52,3.5,57,24,83,85.10,FOS,nil
A0000405H,54,3.5,43.5,28.5,80,83.45,FOS,no
A0002174X,53,5,61,18,67,78.00,FOS,nil
A0000325E,50,3.5,27,20.5,60,68.15,FOS,no
A0002200R,48,3,21,8,35,49.20,FOS,nil
A0001978B,49,1,61,18,72,75.50,,nil
A0000921B,50,3.5,25,12,50,59.50,FOS,nil
A0001003R,50,3.5,33,19.5,43.5,62.25,FASS,no
A0000659L,46,3.5,15,5.5,35.5,46.45,FOS,yes
A0000460E,48,3.5,46,14.5,35,57.95,,no
A0001842W,54,3,39,16,65,69.80,FOS,nil
A0001976E,48,3.5,18,7,28.5,46.00,FOS,yes
A0000814Y,50,3,30,10,48.5,58.40,FOS,no
A0000494R,51,3.5,50,22,58.5,72.90,BIZ,nil
A0000125J,50,3,25.5,27,52.5,67.60,FOS,no
A0001085X,51,3.5,28,17,41,59.00,FOS,nil
A0000411M,52,3,33,25.5,58,70.55,SOC,no
A0000133L,46,2.5,33,8,28.5,47.50,FOS,no
A0000612H,50,4,43.5,14.5,47.5,63.95,SOC,no
A0001685L,47,3,36,10,54,60.30,FOS,nil
A0000920A,54,4,42,13,63.5,69.30,SOC,no
A0001345Y,23,2.5,12,20.5,78.5,58.05,FOS,no
A0001999W,55,3.5,68,26,82,87.90,FOS,nil
A0000581X,50,3.5,48,16.5,64.5,72.15,SOC,no
A0001688E,52,3.5,48,29.5,72.5,81.85,FOS,no
A0001123L,52,3,43,17,68.5,72.50,FOS,no
A0001175X,55,3,53,28,66,79.00,SOC,nil
A0000727U,51,3.5,45,23.5,81.5,81.85,FOS,no
A0002165X,50,3,60,26,69,80.60,FOS,nil
A0002083Y,51,3.5,18,16,47,58.90,FOS,nil
A0000268U,55,3.5,28,16.5,51.5,62.95,FOS,no
A0002229W,32,3,9,4.5,28,34.25,FOS,yes
A0001704B,50,3.5,50,24,75,80.50,FOS,nil
A0000742Y,36,1.5,20,,8,26.70,FOS,no
A0000106L,47,2,58,18.5,64,71.95,FOS,no
A0001436X,45,4,31,2.5,29,45.55,FOS,yes
A0001193X,46,4.5,40,14.5,44,60.35,BIZ,no
A0002128Y,51,3.5,46,13,60.5,68.40,SOC,no
A0001413H,53,5,50,15.5,79.5,79.55,FOS,no
A0002005L,50,3,47,17,70,73.90,SOC,no
A0001219Y,53,3.5,66,25.5,86.5,89.05,,no
A0000173A,51,3,50,12,51.5,64.60,SOC,nil
A0001556R,56,2.5,65,29,91,91.40,FOS,no
A0001110U,42,3,31.5,3,27.5,42.80,FOS,yes
A0000225H,50,4,28,10,21,48.00,FOS,no
A0001968A,51,3.5,49.5,29.5,72,81.95,FOS,no
A0000497L,49,3,21,8,57,58.50,FOS,nil
A0000841Y,50,3,16,16,45,57.20,FOS,nil
A0000599E,51,4,38,23,64,73.70,FOS,nil
A0000802E,53,3,43.5,29.5,67.5,78.45,SOC,no
A0001711E,50,3.5,30,18,55,65.50,FOS,nil
A0001535X,52,3.5,24,17,39.5,57.60,FOS,nil
A0001112N,52,3,41,13,55,64.70,FOS,nil
A0001447U,40,3,33,19,34,52.70,FOS,no
A0001449N,50,3.5,26,11,42,56.00,FOS,nil
A0001802A,45,2.5,19.5,17.5,43.5,55.05,SOC,no
A0000136E,52,3,45,25.5,67.5,76.75,SOC,no
A0000371A,52,3.5,38,19,59,69.20,SOC,nil
A0002089M,50,3,47,17,79.5,77.70,SOC,no
A0001115J,49,3.5,47,17,76.5,76.50,FOS,no
A0002153A,35,1,14,,,21.30,LAW,yes
A0000991M,49,4,25,14,47.5,59.50,FOS,no
A0000217E,33,2.5,18,10.5,,27.85,FOS,yes
A0000705B,54,3.5,43,24,71,77.50,FOS,nil
A0001761W,51,3,49,18.5,63,72.25,FOS,no
A0000825W,32,1.5,16.5,,,20.80,FOS,yes
A0000919M,49,1,31,14,48.5,58.10,FOS,no
A0000996A,52,5,48,15.5,61,71.75,SOC,no
A0001419W,51,2,34,10,33,52.00,FOS,nil
A0001613A,55,3,65,26,81,86.40,SOC,nil
A0002123J,54,3.5,62,22,75.5,82.10,FOS,no
A0000972N,53,3.5,68,27,68,82.80,SOC,nil
A0000858J,51,3.5,51,22,73,78.90,FOS,nil
A0000834W,50,2.5,55,22.5,68.5,77.15,SOC,no
A0000375W,39,2.5,40,18,54,60.60,FOS,nil
A0000754U,50,3.5,62,17,87,84.20,SOC,no
A0001857J,50,3.5,55.5,29.5,65.5,80.55,FOE,no
A0001077W,51,5,25.5,19.5,44,62.45,FASS,no
A0000282B,42,1,,,,22.00,FOS,nil
A0000168W,53,3,40,21,69.5,74.30,SOC,nil
A0000896E,33,3,19,,,23.30,FOS,yes
A0001180E,50,3,27,8,48,56.60,FOS,nil
A0000800J,51,3.5,47,18,57,69.70,SOC,no
A0000766M,50,3.5,35,16,63,68.70,FOS,nil
A0001644W,51,2.5,63,24,85,86.10,FOS,nil
A0000801H,50,3.5,42,26,58,73.10,FOS,nil
A0001726U,48,2.5,22,14,45,55.90,FOS,nil
A0000757M,52,3,55,21.5,62,74.55,,no
A0000949H,49,4,35,13,52,62.80,FOS,nil
A0000911A,44,1,40,12,49,56.60,BIZ,nil
A0000576N,34,1.5,13,11,20,34.60,FOS,nil
A0000070L,30,3.5,30,3,28,37.20,SDE,no
A0002094W,50,3.5,58,24,81,84.50,FOS,nil
A0001961R,44,3,48,13.5,62,66.15,,no
A0000575R,51,3.5,60,29,74.5,84.80,SOC,nil
A0000609W,47,3.5,46,20,51,66.60,FOS,nil
A0002008E,49,1.5,37,12,47.5,58.40,,no
A0000357W,51,3.5,75,26,91,92.90,FOS,nil
A0002000W,42,2,26.5,5.5,25.5,41.25,FOS,yes
A0000033M,48,3.5,34.5,13.5,46,59.55,SOC,no
A0001517X,52,5,43.5,24,49.5,70.50,SOC,no
A0000365X,53,2.5,50,24,57,72.30,FOS,nil
A0000982M,50,3.5,35,7,54,60.60,SOC,nil
A0000573W,50,3.5,44.5,22.5,56,71.05,SOC,no
A0001460A,34,2,50,22,57,62.80,FOS,nil
A0001294U,54,3.5,66,30,92,93.50,FOS,no
A0000927N,51,3,42,15,54,65.50,SOC,no
A0001547R,11,0.5,28,5,37,28.90,FOS,nil
A0000097U,47,3,27,22.5,59.5,66.95,FOS,no
A0000011W,51,3.5,41,13,54,64.80,SOC,no
A0000524A,44,3.5,25,,,30.50,FOS,yes
A0001950W,49,3.5,35,16,58,66.20,SOC,nil
A0001159U,54,3.5,47,28,71.5,80.50,FOS,nil
A0001841X,55,4.5,53,29,61,79.00,FOS,nil
A0001618U,51,3.5,34.5,22.5,67.5,73.65,SOC,no
A0000554X,46,2.5,54,19.5,70,74.05,FOS,no
A0000287R,51,3.5,47,18,63,72.10,FOS,nil
A0001962N,50,1,30,10,52,57.80,FOS,nil
A0000854R,50,3,42,14.5,56.5,66.25,FOS,no
A0000297N,49,3.5,26,6,53,57.40,FOS,nil
A0001476N,50,3.5,32,10,41,56.30,FASS,nil
A0000605A,55,4.5,51,30,80,86.70,SOC,no
A0000780W,24,1,48,,,22.60,,yes
A0001864M,54,3,54,11,56,66.70,FOS,nil
A0000964M,50,5,30,9,31.5,53.10,FOS,yes
A0001521H,50,3.5,18,14.5,59.5,63.15,SOC,no
A0001197N,45,3,22,13,42,53.20,FOS,nil
A0001659J,49,3,63,28,77,84.90,FOS,nil
A0001723Y,46,3.5,18,4,17.5,39.10,FOS,no
A0000175Y,53,3.5,42,18,62,70.70,SOC,nil
A0002135A,54,3.5,46,23,56,71.60,FOS,nil
A0000441H,50,3,26,17,53,62.90,FOS,nil
A0000933W,50,4.5,35,13,41,59.40,FOS,nil
A0000089R,15,0.5,15,1,14,17.10,FOS,nil
A0000799B,49,3,33,13,75,70.60,SOC,nil
A0000587L,52,3.5,40.5,11.5,43.5,59.75,SOC,no
A0000857L,52,3.5,66,25,66,80.60,FOS,nil
A0001262A,43,2,6,8.5,30,40.95,FOS,no
A0001525Y,50,3.5,24,22.5,38.5,59.95,FOS,no
A0000679H,47,4,34,11.5,51.5,60.65,SOC,yes
A0001239W,51,3.5,57,29.5,86,89.05,SOC,no
A0000204M,52,4,47,23,58,73.10,FOS,nil
A0000502L,47,3.5,29,9,,37.30,FOS,yes
A0001860W,50,3.5,44,9,56.5,64.40,FOS,no
A0000402M,51,3.5,35,15,44,60.60,SDE,nil
A0000361E,50,3,60,18.5,81.5,81.85,,no
A0000621H,51,4,53,16,66,74.00,FOS,nil
A0002191Y,51,3.5,47,9,56,64.80,FOS,nil
A0001948H,53,3.5,69,23.5,92,90.85,,no
A0000219B,51,3.5,43.5,30,72,81.00,FOS,no
A0001838L,49,3.5,36,16,62,68.00,SOC,no
A0001840Y,41,3,17,3.5,23,37.85,,no
A0000448U,40,3,36,22,65,67.20,FOS,nil
A0001426Y,51,3.5,38,15,67,70.40,FOS,nil
A0000187U,47,3,27,6,58,58.10,FOS,nil
A0000664U,50,3,30,15.5,54.5,63.55,FOS,no
A0001474U,50,3.5,23,22,51,64.50,FASS,nil
A0002130M,55,3.5,67,24,88,89.10,SOC,no
A0002038Y,50,2.5,50,18,70.5,74.70,FOS,no
A0001113M,53,4,63,14.5,70,76.85,SOC,no
A0001603E,50,3,45,22,73.5,77.40,SOC,no
A0000618W,51,3,31,21,61,69.10,SOC,nil
A0000214L,49,3,42,20,60,69.90,FOS,no
A0000930B,53,3.5,56,24,69,79.30,SOC,nil
A0002213J,51,5,26,9,31,52.10,FOS,nil
A0001896A,48,3,31,8,33,50.40,FOS,nil
A0000890R,53,3,65,27,76,84.90,SOC,nil
